year,index,regressor,Coefficient,P-value,R-squared,Error
2018,RRRRR,T2M,-2.879303401282587e-05,0.9903875620164705,2.8740525581660847e-06,0.014077794878112664
2018,RRRRS,T2M,0.0008963100479019755,0.2724601948255541,0.02356418394075277,0.0016246639859472398
2018,RRRSR,T2M,-0.000367193346363099,0.5354965966639111,0.007573731577211196,0.0008622509362585438
2018,RRRSS,T2M,-0.00020843123803209444,0.850980293419597,0.0006986183570617532,0.0030327585627397038
2018,RRSRR,T2M,1.3882604279904349e-05,0.9926593625876083,1.6760487706601879e-06,0.005611904030682838
2018,RRSRS,T2M,-9.791960173984074e-05,0.8621817502615639,0.0005965471644074904,0.000783954871644075
2018,RRSSR,T2M,0.0002711092715725914,0.35073263151385636,0.017094764763147308,0.00020624953878779802
2018,RRSSS,T2M,0.0020389240680867738,0.019038434337174785,0.10314028171818834,0.0017642252624541453
2018,RSRRR,T2M,-1.4701170578712878e-06,0.9940879925183612,1.0871385068833561e-06,9.7022890532689e-05
2018,RSRRS,T2M,-3.6303997250456675e-06,0.9589017270258335,5.258081152159644e-05,1.2232479511568208e-05
2018,RSRSR,T2M,1.7749058553967677e-05,0.5582301295940229,0.006764329079829157,2.257532189949664e-06
2018,RSRSS,T2M,-0.00012178028457350613,0.31180910094829667,0.020052265280113057,3.5371148985007474e-05
2018,RSSRR,T2M,-1.2537077413128207e-05,0.7393514966013781,0.002189516757522547,3.4958124970507872e-06
2018,RSSRS,T2M,-2.5645808964249154e-05,0.7261285919761893,0.0024265521970247006,1.319604462784349e-05
2018,RSSSR,T2M,0.0,,,0.0
2018,RSSSS,T2M,-0.00011475190595141813,0.47029629388162386,0.010268690537967085,6.194093900875754e-05
2018,SRRRR,T2M,2.4122093179431677e-05,0.743431960472154,0.0021190915627753437,1.3372564440995132e-05
2018,SRRRS,T2M,-0.00016609269731181496,0.5920841413137516,0.005668739510431675,0.00023615731097845015
2018,SRRSR,T2M,9.16433427780662e-05,0.5590801475415592,0.006735250766991108,6.0446174900438916e-05
2018,SRRSS,T2M,0.0004361894966462083,0.24536601337096592,0.026366978523507556,0.00034287913908062726
2018,SRSRR,T2M,0.0003985011591139521,0.16619336918522715,0.037245027743168624,0.00020033755658060035
2018,SRSRS,T2M,0.00025551470119267167,0.317075292620772,0.0196248195483385,0.00015917473942458045
2018,SRSSR,T2M,-3.9589907450895985e-05,0.759385107765086,0.0018558562269732626,4.11408854163197e-05
2018,SRSSS,T2M,0.0017545851686964528,0.00015749160069389277,0.24625532620993706,0.000459878661081599
2018,SSRRR,T2M,-0.00010869743671934335,0.6833108870360382,0.0032899038039435613,0.00017469480490080403
2018,SSRRS,T2M,0.00048638210416131417,0.09736983373565715,0.05295890402042236,0.00020646228870901427
2018,SSRSR,T2M,5.2422999882857616e-05,0.6240776050439653,0.004744457034206007,2.81350410264944e-05
2018,SSRSS,T2M,0.00014916748519587002,0.5973424492412858,0.005509673062217613,0.0001960102564112418
2018,SSSRR,T2M,6.318692125660299e-05,0.7874378222895957,0.0014386010786258119,0.00013525225321074129
2018,SSSRS,T2M,0.000657618835195472,0.2345189974688276,0.027595070275037936,0.0007437378108480151
2018,SSSSR,T2M,-0.0006442701115718513,0.35630647932030235,0.016706709869142133,0.0011922953227057013
2018,SSSSS,T2M,-0.005666506390807124,0.19972720003690966,0.03203492746519421,0.04735026720417794
2018,RRRRR,QV2M,-0.04736668025877454,0.6538751891305046,0.003973053098125345,0.014021903351244603
2018,RRRRS,QV2M,0.015114875975677013,0.92907884586848,0.00015684506746438398,0.0016636107962227724
2018,RRRSR,QV2M,-0.04144004166569777,0.9105559128636977,0.0002498512288208188,0.0008686141522357683
2018,RRRSS,QV2M,-0.9282096838735681,0.5997203537655185,0.0054386840396427605,0.0030183730379612214
2018,RRSRR,QV2M,-2.45172834187082,0.6726988920744753,0.0035274681896090287,0.005592117590393279
2018,RRSRS,QV2M,-3.1779330631962184,0.5325134696482792,0.0076846050004305555,0.0007783948373503378
2018,RRSSR,QV2M,5.569705597960666,0.36140790519219634,0.016358638986865626,0.00020640400495239354
2018,RRSSS,QV2M,26.20141513183163,0.544953811837255,0.007229484900425742,0.0019528927287689104
2018,RSRRR,QV2M,-15.07256409098014,0.49638884651842075,0.009119003161863204,9.613824300273425e-05
2018,RSRRS,QV2M,7.70359620486407,0.6713483102014375,0.003558399576684468,1.2189592400312969e-05
2018,RSRSR,QV2M,6.868210141525276,0.7032353780361638,0.0028695492520958155,2.266384661816415e-06
2018,RSRSS,QV2M,-175.8081237987713,0.28559543281647715,0.022325085952411783,3.5289111672436855e-05
2018,RSSRR,QV2M,-48.772244231450365,0.6811136094256814,0.0033383009311903633,3.4917877507305524e-06
2018,RSSRS,QV2M,-149.78363586638255,0.7779899240950799,0.0015727394980447063,1.320733898466942e-05
2018,RSSSR,QV2M,0.0,,,0.0
2018,RSSSS,QV2M,-8538.945431881824,0.15946606863333504,0.03843250155213285,6.017834659240685e-05
2018,SRRRR,QV2M,4894.962839136649,0.45226543052739643,0.011124495047538097,1.325188336833512e-05
2018,SRRRS,QV2M,-5757.335999628331,0.9275322313899422,0.00016377899175390453,0.00023746475923517435
2018,SRRSR,QV2M,52098.0636300537,0.47904892922700504,0.009871723736181504,6.025530152673611e-05
2018,SRRSS,QV2M,613916.6724775848,0.12867622100724657,0.04467815128977648,0.00033643059120359067
2018,SRSRR,QV2M,1049749.2230339674,0.142468485175531,0.04169799626572357,0.00019941094819212555
2018,SRSRS,QV2M,1077484.4027320752,0.46277360720934635,0.010619385966811556,0.00016063687103738252
2018,SRSSR,QV2M,-74059.77857762203,0.9653924895098493,3.727454171176259e-05,4.1215842586784826e-05
2018,SRSSS,QV2M,22604848.281793132,0.1305799282800645,0.044246677445795246,0.0005831292393622111
2018,SSRRR,QV2M,-10462063.60412658,0.574474878246936,0.006222840119443518,0.00017418074495561213
2018,SSRRS,QV2M,85221702.67925273,0.07074720512410647,0.06261265954983697,0.00020435769528672078
2018,SSRSR,QV2M,45248768.82546766,0.2517453101893197,0.025674549031618032,2.7543364847248317e-05
2018,SSRSS,QV2M,181714096.67861077,0.45069942987851286,0.01120132968726495,0.0001948884525643251
2018,SSSRR,QV2M,321372238.40423393,0.48483073468848914,0.009615846159722996,0.00013414466901665015
2018,SSSRS,QV2M,2133467973.0827837,0.3961502491313542,0.014155038642032935,0.0007540173347365729
2018,SSSSR,QV2M,-5207366356.945598,0.47546960813929173,0.010032644583748307,0.0012003879812268923
2018,SSSSS,QV2M,-16454035691.68431,0.8777656941144398,0.00046828537765086775,0.04889442306268396
2018,RRRRR,RH2M,-0.20865957413430797,0.2029445977691965,0.03158803372174879,0.013633144201147945
2018,RRRRS,RH2M,-0.6035956819145452,0.08715853062579236,0.056290318284590524,0.001570211894992315
2018,RRRSR,RH2M,0.6879731176070611,0.419813557570339,0.012804411572642005,0.0008577063581202639
2018,RRRSS,RH2M,-2.7146863894745388,0.5231485417232049,0.008039960552946201,0.003010478479057676
2018,RRSRR,RH2M,-8.594124542118246,0.5438638981540999,0.00726860301170662,0.005571122665617303
2018,RRSRS,RH2M,-4.115703760378052,0.7425618608741045,0.0021340019984719127,0.0007827488569923567
2018,RRSSR,RH2M,-2.279380666258974,0.8800087589239256,0.0004511304166575636,0.00020974198321138386
2018,RRSSS,RH2M,-235.12372591373824,0.024247003772567246,0.09563203634582362,0.001778994836661366
